Tweets,"Is_Conspiracy (0=No, 1=Yes)"
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SURVIVE SEE DETAILS AT ==&gt; https://t.co/QvEZfTKWkq #virus #coronavirus #sars #flu #deathtoll #CHINA https://t.co/e7r5yNqm6V,0
Exactly https://t.co/kONitYAPhw,0
"I always did hate those quadratics back in high school...

Check out this 2019 article re: Chinese government mathematics and then you will understand the #coronavirus statistics all too well. Shameful.

https://t.co/49RJ68VWgB",
This is like something off of The walking Dead China now has sickcube's to come grab you if you're displaying any symptoms #Coronavirus https://t.co/FNNxBHfmSy,0
$CODX have a test for #Coronavirus,0
Chinese Doctor Who Issued Early Warning on #CoronaVirus Dies https://t.co/lP1zInHuXh,0
"First group of 5 children infected with novel #coronavirus #pneumonia in Hubei Province, ranging in age from 2 to 14, were discharged from #Wuhan Children's Hospital on Thursday https://t.co/B3wh1N6pmP",0
"China’s ambassador to the United Kingdom is confident the novel #coronavirus will be defeated, and that it will not have a long-term impact on the Chinese economy. https://t.co/LzC0BqOTjY",0
"We've managed to run the interview with @MinnaPalmroth about the weird new aurora type she has unravelled. Held over from last week.
https://t.co/9tVUNCJBDa",0
These airlines have suspended flights to and from China. #CoronaVirus #ChinaFlights #USAirlines #UndercoverJetsetter #Travel #Food #Wine #Golf #JohnDaly #SusanAnzalone https://t.co/c9H4sLOr6i,0
"“When Dr. Li Wenliang warned about #coronavirus in December, he was silenced by the CCP. As we work to contain coronavirus, lives will depend on complete &amp; accurate information sharing. Chairman Xi needs to stop trying to save face &amp; start working to save lives.” - LR @RepMcCaul https://t.co/MTsNn056zM",1
"""Forget the face masks, says top airline doctor.  Hand hygiene is the best preventative measure"" to stop the virus spread. #coronavirus  #handwashing  #travelhealth
https://t.co/ipdz9HT6EA https://t.co/TDgzaVGR02",0
Li Wenliang was 35 years old without any preexisting condition. He was given treatment with ECMO(extra-corporeal membrane oxygenation). Even in the west this treatment is the last resort. He died about one hour ago. https://t.co/fODHIl67og https://t.co/BI3t4LwEoT,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SURVIVE SEE DETAILS AT ==&gt; https://t.co/7rxEenP6tA #virus #coronavirus #sars #flu #china #trump https://t.co/q8L77BFKOm,0
"@CoronaVUpdates This was five days ago. Infections have nearly trebled, deaths have more than doubled, countries affected have doubled.

5 days.

Still no known cure.

#coronavirus #CoronaVirusFacts #Wuhan",0
whaaat https://t.co/zR7tzFzjk4,0
"If you think your national authorities are overreacting, &amp; China's #CoronaVirus outbreak isn't a big deal, ask yourself why there's an historic response inside China?
That we don't see exploding #' means means our reaction is working!
 https://t.co/6igPXB1Nw2",0
The first reported use of experimental drug Remdesivir to fight the novel #coronavirus has encouraged doctors to support further testing of the medication. This drug was co-developed by @UNCpublichealth researchers. https://t.co/t4SbY2Kw9K https://t.co/8LitvvSCPi,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump https://t.co/nSmAAXTIGV,0
"So there's another case of #Coronavirus in the UK. Of course it's in Brighton, where I was supposed to go this week. Because of COURSE it is. #Quarantined
#FML #Brighton #WhyAlwaysMe",0
"This was five days ago. Infections have nearly trebled, deaths have more than doubled, countries affected have doubled.

5 days.

Still no known cure.

#coronavirus #CoronaVirusFacts #Wuhan https://t.co/gxJfpdnFeQ",0
took you guys long enough geez #trudeau #coronavirus this whole thing started like 3 weeks ago?! https://t.co/mzc3LMoyqW,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus https://t.co/eFZbDv4COT SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #china #trump,0
"1 hour ago as per https://t.co/Kmzbqm8uer
The #Coronavirus has now killed more than 560 people and infected 28,000 in China. #CoronavirusOutbreak",0
"Chinese ""whistleblower"" on the #CoronaVirus has died. #RIP
https://t.co/JUqOpAdz1N",0
"They've invested $Billions in just days. All hands are on deck - politicians, public sector administrators, private sector, billionaires, millionaires, everyone doing what they can to minimize death of citizens. Every Chinese life counts. Lot to learn for #Nigeria, for #Africa. https://t.co/pWYOU04652",0
China Will Cut Tariffs In Half On $75 Billion Of U.S. Products SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china https://t.co/RPOc0FhRcI,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SEE DETAILS AT ==&gt; https://t.co/BLuKspTNNQ #virus #coronavirus #sars #flu #china #trump,0
Chinese hospital says doctor who sounded an early warning about the #coronavirus outbreak has died of the illness.,1
"Does anyone know what they're supposed to have finished? 

#coranovirus #coronavirususa https://t.co/dhQIcLVeI8",0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump https://t.co/z0Oa6FIhT7,0
"@CIHR_IRSC @drannehuang @SSHRC_CRSH @NSERC_CRSNG @WHO @IDRC_CRDI @GloPID_R KA-CHING! 

It's ANNUAL fund-raising time for those in healthcare and Big Pharma! Like clockwork!⌚️

Problem = Deadly Virus 🦠☣️🧟‍♂️
Reaction = OMG! Save us! 🙀😲😷
Solution = Send us money! We'll save you! 🤑💵💸

@WhiteHouse #coronavirus https://t.co/BLEbr5TwOi",0
Why we cannot trust the information coming out of #China about #Coronavirus. 17 years since #SARS and yet the lies and obfuscation have continued.  https://t.co/g9yCseR9bY,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus SEE DETAILS AT ==&gt; https://t.co/sdFcrODIOM #virus #coronavirus #sars #flu #china #trump,0
Chinese Doctor Who Tried to Warn of Outbreak Is Dead From Coronavirus  SEE DETAILS AT ==&gt; https://t.co/BLuKspTNNQ  #virus #coronavirus #sars #flu #china #trump,0
This video is being  hidden from the que by govt. If you see this you’re one of the few. this video is statistically significant in being hidden based on  data comparison. Be aware. Might be removed soon. #Coronavius #hidden #firstlook https://t.co/NOAP6DvcAN,1
How we are dealing with Wuhan virus in Singapore  https://t.co/wdTPkAQfMX found at #TrafficJamWeekend Linky #coronavirus https://t.co/05fsU42g4v,0
"With concerns from #coronavirus from China, experts believe that viral diseases are less likely to have an impact on people with higher immunity. Read on to learn 7 science-backed ways to boost your immunity and fend off virus infections by @Oorjabar. https://t.co/5SxRpp7yVC https://t.co/m5TdCJyIje",0
"#China seek for #court’s approval to kill the over 20,000 #coronavirus #patients to avoid further spread of the #virus https://t.co/u2MO2Seq7K via @ABTC",1
"@Athancolorado @SCMPNews Read about the man who turned up at hospital in Brighton on Sunday. He was diagnosed as having #coronavirus today and ""rushed"" (say papers) to London hospital. But where was he for 5 days?  Sent home? In hospital in a ward? What precautions were taken  if any...?",0
"Figures of #Coronavirus, is never reliable when it is released by the China Communist Party only. 

Coronavirus - A Warning To Us All, video by laowhy86
Full video: https://t.co/5B3qfgxY9z https://t.co/1k2WFrGYMh",1
Coronavirus Visualization Map #coronavirus #infoviz - https://t.co/uZpcGufT6P,0
"I definitely hope he is alive, but I would also hate the ccp bury his death just to placate the public #healthcarehero #coronavirus https://t.co/NUSZs8KCNg",1
Here's What Makes #Coronavirus and #AfricanSwineFever Different: https://t.co/380Vjrhgq5 via @PorkNetwork #ASFV_G #ASF #PorkPriorities,0
How experts plan to treat the new #coronavirus https://t.co/uiZHDpepMN,0
"Am sure we’ve all seen the reports of people quarantined in their homes and on cruise ships to mitigate the spread of #coronavirus - do you have a stash of safe food and spare medication when travelling? Or, in fact, at home? What would be on your stockpile list? #allergyhour",0
US is the #1 scapegoat for global power seekers. Coronavirus deaths rising rapidly. Xi Jinping admits mistakes. https://t.co/pKH8mrqbVk #coronavirus #worldnews,0
"According to #Nintendo, the company may consider shipping hardware from its #Vietnam production site to Japan if the #coronavirus situation worsens, bypassing #China",0
New article: Update: FDA Issues Emergency Use Authorization for First Coronavirus Diagnostic Panel https://t.co/uCPaB85PsR The agency is allowing the emergency use of a CDC #2019-nCoV #coronavirus,0
"@WHO I read somewhere it's striking the #coronavirus epidemic curve is initially exponential, but later remains linear.
Can this be related to the method of measure, instead of the actual course? E.g. the max capacity in hospital or lab.
If so, actuals could be slightly higher...",0
#Coronavirus a biological weapon according to this article. https://t.co/s2polUNwJy,1
"""Portugal is not ready in case of a #coronavirus outbreak"", experts say. Authorities should be scanning passengers arriving at airports.",0
#BreakingNews #Chinese doctor who alerted the world about #coronavirus dies.,0
A hero who stood up to CCP . He e posed the danger knowing he eiuld be arrested for speaking out. So does China feel shameful for trying to keep this quiet! 😱😱😱 https://t.co/e8FFrY9EU2,1
"Accused by the govt of having ""severely disturbed the social order” and warned “If you keep being stubborn, with such impertinence, and continue this illegal activity, you will be brought to justice — is that understood?"" 

#china #coronavirus https://t.co/o1ylcQXvsi",0
Fighting #coronavirus conspiracy theorists on Twitter? You could make things worse https://t.co/dH2GrkpXKF,0
"MT @ArthurSerkis If you thought the Chinese were ruthless, just wait for #PutinsPuppets responding to #CoronaVirus getting out of hand in Russia. God help those people. https://t.co/S5Q9RONv5j",0
The latest Nasso Daily! https://t.co/4fJd0jYxx2 #opinion #coronavirus,0
"@MBS_MBSKSA #我们与中国伟大的人民站在一起 
yes we stand with them against #coronavirus",0
@still_a_nerd This “dropping” shit is one of the strangest things of all. Is it possible the #coronavirus is hitting the nervous system?  Is that why were seeing videos of people convulsing?,1
"#coronavirus 
On the left, a cell layer not damaged by the viruses. On the right, a cell layer with a visible cytopathic effect (CPE); the cells infected by the virus have been destroyed. https://t.co/gCbUwMxmJw https://t.co/6z9iwr34d9",0
"@globaltimesnews Is that credibile? Or in Hubei there are thousands of undiagnosed light cases, or in the rest of China deaths are under reported. #coronavirus",1
"For all you weirdos that like to track such stuff... 
The Canadian #Coronavirus repatriation flight https://t.co/XDHvS4f4CB",0
My money is on this event being cancelled. https://t.co/LjkmNJiej5,0
"WHO declares global health emergency. China accuses US of spreading fear (https://t.co/cCmev1FbAy) &amp; failing to help, but it has offered help https://t.co/ukfhkNuDR3 #coronavirus #WorldNews",1
@CrushTheStreet #Coronavirus #2019nCov #economy #globaleconomy #globaltrade #stockmarket $SPY #SP500 $DIA #Dow https://t.co/EwkQmjfufa,0
"""Pick up that can."" https://t.co/9gbBrzf6LL",0
"All you need to know about antivirals to treat influenza 

#News #China #Coronavirus #Bahcesaray #pegasus #Trump
 https://t.co/y8tbp8i5Ik",0
Top 5 Keto Drinks Other Than Water + 2 Honorable Mentions #AD | #Health | #coronavirus | #AsianNetWalking https://t.co/NUZJEl9e7Z https://t.co/C18ekJbsdu,0
New Online Analytical Lab #2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china https://t.co/m3p1jmAdaw,0
Lol! No-one trusts your photo stunts now https://t.co/Do6SYdVUpN,0
I know you are so jealous of my #coronavirus content--don't you just want to fly here to #China and be in the middle of this deadly outbreak?,0
@nytimes @WHO appreciated #China on #CoronaVirus,0
This is horrible. Arrested for declaring there was an emergency with a ‘SARS like virus’ in Wuhan. One month later it is nearly a full blown pandemic. Why is anyone believing the statistics the CCP is providing about the #coronavirus ? https://t.co/LrZLvr9gUD,1
"Public health officials around the world have an array of data #analytic tools to help battle the #coronavirus outbreak, including tracking where the illness has already spread, how it’s spreading, and forecasting where it’s going next. #machinelearning https://t.co/3Q0nz939UQ",0
For those who are convinced the #coronavirus is related to anything remotely Chinese and even avoid people who look like their parents were born in Japan here's a reminder: your iPhone is made in China. Just like anything you order from AliBaba.,0
The latest The Education Daily! https://t.co/2fw9wt2UQC Thanks to @elizabethaself @Bellalee23 @very_happy_dad #coronavirus #australia,0
#Coronavirus: #deathtoll crosses 560 as number of #confirmed #cases grows. Death toll is has now #exceeded #Sars outbreak.  https://t.co/qmqEEybQUa,0
"Scientists around the world are scrambling to develop a #vaccination for the #coronavirus, including two companies right here in #Boston. Learn how these two Boston-based companies are planning to find a vaccination from @BosBizAllison in @BosBizJournal. https://t.co/OfymiPkRV5",0
"China may delay annual meeting of parliament due to virus outbreak: sources

https://t.co/2RNPGEwsvu

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus",0
"Coronavirus: first British national confirmed with disease 'travelled back from Singapore' – latest news

https://t.co/udBYkR6DNO

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus",0
@LCVoters @TeamPelosi What's her plan for keeping the deadly #coronavirus  in her district contained? She's so consumed with hatred that I have no confidence in her. js https://t.co/Zc0gHZiYdK,0
"B.C. passengers living under 'cabin arrest' on quarantined cruise ship

https://t.co/Hp7a1F0eiZ

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus",0
"China wages 'people's war' on coronavirus as cruises, companies hit

https://t.co/9k4Vic0pb2

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus",0
"Raccoon City.
#coronawirus https://t.co/AYzbABqY7V",0
"Real numbers continue to leak out past CCP censors.

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus https://t.co/vCgKpvIDhC",0
"The memory of this brave man's work is being erased by government digital oppression on Chinese social media and websites. We must remember this whistleblower here in the outside world. Thank you, Dr Li Wenliang #RememberDrLiWenliang #coronavirus https://t.co/pLznHAI3VU",0
"More school districts shutting in America from ""a bad case of the flu""

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus https://t.co/Fl8xv3mrsr",0
"Global Times News (Hu Xijin, Chief Editor) posted a report on the death of the Doctor &amp; then made another report saying he was gravely ill. Poor little Hu he is so easily confused. 🇦🇺 https://t.co/lJddZE7Cyx",0
"Yeah, cos we believe China to be upfront about this. https://t.co/pN4NZstVx3",0
"I once said that it would be nice to work from home sometimes. As good as it is to be a risk taker while creating #onlinelearning, I was wrong! Definitely miss being in the classroom and interacting with the students on a daily basis! #coronavirus",0
"A leaked conversation from Greece where companies are scurrying to get masks and equipment.

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus https://t.co/C70XDIjHR7",1
"Chris Martenson: “Nothing To See Here” With #Wuhan #Coronavirus, Scientist Disagrees - https://t.co/3IZCg0FWpg",0
"Lastly, a guide to Gas Mask filters... be careful when buying old military surplus, a lot of the old filters are poisonous.

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus https://t.co/wM8UvAy0PP",0
"This is very concerning the actual count of the
#coronavirus @JustinTrudeau 
https://t.co/F6Y0gWdHPw",0
"@globaltimesnews RIP. Thanks Doctor Li for telling the truth at the beginning. Because of censorship in #CCP , when you tell the truth to help Chinese escaping from #coronavirus, #CCP and the people in Mainland China will only treat you as 'whistleblower' without any respect. https://t.co/g9LuCHOj4K",0
"Awake! of December 22, 2005 prophesied about the next influenza epidemic or #CoronaVirus coming from China. https://t.co/gd01XqkDjm",1
It was an honor to talk to @CBCQuirks Bob McDonald and @SonyaBuyting about #coronavirus thanks for helping w #scicomm about #nCoV2019 props to @UNCHussman for their studio https://t.co/MUP2aHH8i9,0
Impact of #Coronavirus Outbreak Means for the World #Economy https://t.co/p79UNfvzv2 via @BBGVisualData,0
"@AmbLiuXiaoMing For the first part you lie. The first thing CCP did at beginning of the #Outbreak was trying to hide it,arrest 8 People who talked about it &amp; then denay it till the point of no return.
What #CCP talk about when they say safeguarding you can see in this video.
#Coronavirus https://t.co/JBt68rdsRH",1
"""What is certain is that the Chinese economy is going to grow at a pace far less than the official 6% target through the first 90 days of 2020,"" says RSM's @JoeBrusuelas about the #coronavirus impact. https://t.co/v3PJ1clHRX https://t.co/KfkOHrHDxw",0
#TechNews #coronavirus #Blockchain #Ledger tech used to track https://t.co/d8GlW20b7o,0
"How to #avoid #coronavirus on #flights? Forget #Masks , says top #airline #Doctor https://t.co/DGXruA5Yue",0
"Heartbreaking Update: //Chinese doctor #LiWenliang, one of the eight ""whistleblowers"" who tried to warn other medics of the coronavirus outbreak but were reprimanded by local police, died from #coronavirus at 2:58 am Friday, the hospital where he received treatment announced. // https://t.co/JzteXA4Xg4",1
"RIP, brave man! https://t.co/Vzoy6g3hqP",0
"#China Is Dispatching Journalists To Tell the #Coronavirus Story It Wants Its People To Hear:
-CPC Central Publicity Dept sends 300 journalists to field
-#Xi demands online media control
–@Jane_Li911/@qz
&gt;https://t.co/hA04zZoGyA
—
#2019nCoV #Chinesepropaganda #Chinesecensorship https://t.co/LoVQU4hw4L",1
My race disappoints me more &amp; more everyday. https://t.co/tx4vZQPwWg,0
"""It's such a big story and when you do these big stories, you're reminded why you do this."" @martinpollard21 describes his and @tompeter's experience covering the #coronavirus https://t.co/swHk0Pu9Qt",0
"#BREAKING: A Chinese doctor who sounded an early warning about the new #coronavirus outbreak has died of the illness, hospital says. https://t.co/odj25Q8Lnn",0
"#Coronavirus: Briton tells of life on quarantined cruise ship – video

 https://t.co/KVD4F9XsFn",0
Unacceptable HA. I’m wearing one through SeTac today and gloves. https://t.co/DgepiCqPYv,0
@superscuba83 How about this for something that is supposed to be less lethal than the flu https://t.co/14AzRMmGYY,0
@nCOV19 @viamediainfo Virus 🦠 caught in less than 15 seconds of exposure #2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china,0
#Coronavirus The death rate is at or slightly higher than the 1918 flu pandemic of 2%. Don't write this one off yet. Rate of reproduction and mortality on on par.,0
3rd case of #coronavirus #19ncov in UK https://t.co/Gg385NG7U3,0
whoa lol https://t.co/x1nqvLfS7l,0
"Hope so, best of luck and we’ll-wishes 🇨🇳 https://t.co/6loYxkxpXP",
"#respect - the future of teaching is expert teachers (from all around the world) using video and mixed reality to teach students, remotely.

Teacher in #coronavirus self-quarantine continues Darwin classes via @zoom_us video conferencing https://t.co/zwNOpFqtNJ via @ABCNews",0
"#coronavirus
I say it's the mega wealthy companies duty to take care of there consumer. Drastic time's ask for thrue filantropie save this planet from pandemic death. @Apple @Microsoft @abinbev @McDonalds @MercedesBenz @BMW @amazon @Google @Tesla retweet and ad to the list please",0
"its not the #CoronaVirus but something is floating around #SoCal &amp; it currently slapping me in the face x 3 days... so cant wait to feel at least half better. Anyone want to let me have their spleen so I can fight these bugs better? maybe a visit to Dr at VA tomorrow, maybe!",0
#Coronavirus shows risk of @realDonaldTrump cuts to #health spending #healthcare @acog @AmerMedicalAssn @FinancialTimes @Reuters @WSJhealth @business @washingtonpost @nytimes @AP @BBC @CNN @MSNBC @CNBC @thehill @thetimes @guardian @chicagotribune @Suntimes https://t.co/pezVUVtWFU,0
"#OIL #OOTT #WTI 
An #OPEC+ technical panel has recommended a provisional cut in oil output of 600,000 barrels per day (bpd) in response to the #coronavirus’ impact on energy demand as it awaits #Russia’s final position on the proposal, three sources said. https://t.co/6Q3pUMD9dm",0
"Okay, here are some videos to tide you guys over...

Video 1/3

#CoronavirusOutbreak #KungFlu #nCoV_2019 #Coronavirus

https://t.co/oUzMBBpQHh",0
"Putting the #Coronavirus in Perspective: Hong Kong and Chinese Stocks
https://t.co/8jLVTrud28",0
Propaganda handle announced midnight while insiders say he was dead several hours ago !! He was accused by police as rumour mongering when he first raised the red flag of SARS like virus. #RIPDrLiWenliang https://t.co/qn7ALEaN2A,1
"""Just the flu bro"" https://t.co/j2b3ffguHa",0
"The international community needs a US$675 million for a strategic preparedness and response plan from February through April. That is already 22% of the U.N.’s annual budget. We need to be able to limit the virus transmission, particularly in countries most vulnerable. https://t.co/iVRen7JUsM",0
"#china #newhospital #coronavirus #quarantinecenter #concentrationcamp worse than #sochiolympics on steroids in a box with a deadly #virus. #CommunismKills don’t we get it yet? If you WONT believe your ears, at least believe your EYES. https://t.co/EwT9buTv96",1
"LIVE on #Periscope: #HeartGang Will Follow All Back #SpreadLuv Plz Share &amp; Follow #MittRomneyAmericanHero #coronavirus #WinterWatch #Follow 🌌

https://t.co/C0cXBV1Sal",0
"U.S. Preparing for More 2019 Novel #Coronavirus Cases

https://t.co/YskOqsaQZc",0
"@MonicaPantoja15 @washingtonpost The vicious CCP of course! There are a whole lot of evidence pointing to that! This designed #CoronaVirus is a bioweapon to be used in foreign countries but unfortunately was leaked accidentally from the P4 lab in #Wuhan. 
CCP has to be collapsed for the sake of global security!",1
"Snippet from ""Great Influenza"" worth reading.

1918 Flu is estimated to have killed 3-5% of world's population.

Many from the Flu, but perhaps many as well from starvation associated with the fear of helping care for those with Flu. https://t.co/eKgMuUs4hr",0
Corona Virus Confirmed Cases - 28 Day Prediction 250 000 https://t.co/XnNObgzLTP via @YouTube #coronavirus #prediction #forecast,0
"JUST IN: Chinese doctor who raised alarm on #coronavirus dies in hospital - report

https://t.co/CJlEyAsdDs",0
"If you don't immediately report the death camp, we will find you and shoot you. Please report the death camp for your own good. https://t.co/bkSlAk4yGa",0
Level 3 bio suits yet the media claims it’s nowhere near as dangerous as the flu. Also they’re in the process of already developing a vaccine to fight it but yet dont worry lol https://t.co/Cr0Ysiyd3i,0
"The baby was diagnosed with coronavirus just 30 hours after a woman who had tested positive for the deadly disease gave birth in the city of Wuhan.😷🤰🏽 👶🏽
#WorldNews #Coronavirus
https://t.co/ucEPm9f5uw",0
"Chinese multinational conglomerate company Tencent may have accidentally leaked the real documents to the 2019-nCoV (Wuhan Coronavirus) outbreak, with 154,023 cases, 79,208 nationally confirmed cases, 269 cured and 24,589 deaths. #coronavirus #corononavirus https://t.co/H8v5zs3CMn",1
"“The @WHO is so much in thrall to China’s influence,they have felt compelled to stay close to China’s line on this crisis,” says UN diplomat... “China wanted to downplay this virus &amp; the WHO felt it had to fall into line,at least until its position became untenable.” #coronavirus https://t.co/hBvUpBcZbe",0
"Wuhan Virus: Great Visual Breakdown of the virus, geography, travel trends, animal meat markets, etc  https://t.co/6nEC4JtxSe #WuhanPneumonia #coronavirus #wuhanvirus",0
"Li Wenliang, the whistleblower who first alerted the world to #coronavirus, has died from the disease.

#China tried to cover his death up as well, but too many people noticed. 
 https://t.co/oXATjKu6xP

#news #2019nCoV #nCoV2019",0
Former CDC Director: “highly likely” pandemic risk for the #coronavirus. How mild or bad of a pandemic is the question. https://t.co/A1JFnhXrKz,0
"Maria Elena Bottazzi, co-director of #TexasChildrens Center for Vaccine Development, said the advancement of the new #coronavirus vaccine could be further expedited given the urgency surrounding the current outbreak. Learn more: https://t.co/LXyQpIlM7v",0
"Acording to this model, today the real number #Coronavirus cases should be 352.000!

https://t.co/2VAwaWqbph",0
Doctors warn #China #coronavirus carriers may show no symptoms of illness https://t.co/e2jNP245rM #TechJunkieNews https://t.co/WIdGYC6wrG,0
"Around the world people are concerned about the novel #coronavirus that started in Wuhan, China. Don't panic! Follow these tips from the U.S. CDC to help you stay healthy! https://t.co/zDFW4IQ2Bd",0
"Beijing has slammed “some particular” #German #Media over spreading “discrimination and xenophobia” in the face of the deadly #Coronavirus #Outbreak. And it appears a leading #German magazine has found itself in the crosshairs.      

“ ...
 
https://t.co/qqD42Q1Vrx https://t.co/FzvwkS3xTE",0
When you’re having a drink in the North Stand on Saturday and someone complains of feeling ill... #CoronaVirus #bhafc https://t.co/kCeqRPb93q,0
"#coronavirus: @WHO has published an erratum for its Feb. 3 report for the table by chinese province. It better explains what we reported about the order of provinces being odd as not changing. Good to see @who take action to correct reports.
https://t.co/mWqfzEAD5r https://t.co/sn0BhhHPtl",0
"“Being confined to this room, not being able to see my children is getting harder” - Vera Koslova-Fu from Melbourne speaking to @Sunrise from on board the Diamond Princess. https://t.co/mLGoyLdKL1 #coronavirus #7NEWS https://t.co/PmTkxHcs2v",0
"“Being confined to this room, not being able to see my children is getting harder” - Vera Koslova-Fu from Melbourne speaking to @Sunrise from on board the Diamond Princess. https://t.co/SJvuJHNd1N #coronavirus #7NEWS https://t.co/K5XqOAnVjJ",0
"“Being confined to this room, not being able to see my children is getting harder” - Vera Koslova-Fu from Melbourne speaking to @Sunrise from on board the Diamond Princess. https://t.co/XZoEMkMET7 #coronavirus #7NEWS https://t.co/nE8wv8svFM",0
"“Being confined to this room, not being able to see my children is getting harder” - Vera Koslova-Fu from Melbourne speaking to @Sunrise from on board the Diamond Princess. https://t.co/p39VExxobR #coronavirus #7NEWS https://t.co/OMMht7RPE5",0
"5 Qld cases R all from the same Chinese Tour group. Chances of the others having it, well let's just keep them quarantined in case. Thinking smart Qld, Gold Coast is still safe to visit All! #GoldCoast #coronavirus #china",0
It is not new that China covers the real situation of the pandemic! https://t.co/wPwWYcBvlr,0
It’s #GSMChat Thursday! Don’t miss today’s discussion on “#SocialMedia Emergency Prep: Handling #Coronavirus Rumors to Helpful Tech” starting in 10 minutes #smem #lesm,0
I have yet to find a Chinese Communist Party Official who FAILS to pass the Lie Test. Truthful CCP Officials are as rare as rocking horse poo.🇦🇺 https://t.co/TPd14hVkaa https://t.co/e5Gn8p5QsJ,0
"@DrTomFrieden It has the potential to bring #HousingAffordability to US metros, so I've made peace with #coronavirus.

We all need affordable housing.",0
"China’s ambassador to the United Kingdom is confident the novel #coronavirus will be defeated, and that it will not have a long-term impact on the Chinese economy. https://t.co/gfvLTboNYc",0
"In the meantime, bought enough isopropanol to disinfect anything and everything. 😷🥽🥼🧤
#CoronaVirus #FluSeason",0
"Lol I have all the #media outlets in my #DMs like pick me, pick me! This is all so surreal and bizarro lol... https://t.co/SNcZrDir5I",0
"The Communist Party of China is terrified.

Desperately trying to control the Li Wenliang story.

#coronavirus #LiWenliang",1
W. H. O. recommendation about Wuhan #CoronaVirus https://t.co/t2s38ISKvN,0
"Might? When the mainstream press really figures out 109,000 people are going to gather at #MWC2020 in Barcelona as #CoronaVirus will worsen, there’s going to be a major outcry https://t.co/KvcGSKmIpt",0
Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro. Doi:10.1038/s41422-020-0282-0. https://t.co/ArCuIcqwZt #coronavirus #Wuhan #WuhanVirus #epidemic #remdesivir #China #medicine #Nature #antiviral #冠状病毒 #病毒 #武汉,0
"#LexaGene CEO Dr. Jack Regan mentioned in Forbes article on the potential infection rate of #coronavirus and worldwide impact. ""It appears clear that this disease will continue to spread, and...may very well balloon into a worldwide pandemic.” #2019nCov

https://t.co/EOhODiMvVM",0
"TRUDEAU says he's doing everything he can to protect you

""An Ottawa area woman who spent two weeks in January aboard the Diamond Princess cruise ship said she was shocked at how lax #coronavirus screening was in Canada""

https://t.co/QJO5r72bRC",0
well it's over https://t.co/CaEXXsFxja,0
#WHO believes the #coronavirus numbers?  https://t.co/LY4bNyNLk3,0
SA still clear of #coronavirus as tests in KZN come back negative via @News24 https://t.co/s1nt5YFeZd,0
These people really need some rain. https://t.co/iA2kWWe8aK,0
This is so terrifying what is happening in China! https://t.co/rQ7JZi0t03,0
It is CCP killed him😡😡😡 https://t.co/kGkcgkPKKE,1
"After chaos, Dr Li Wenliang, #coronavirus whistle-blower, confirmed dead at 34 https://t.co/IVQvBF6aj2 via @scmpnews #Wuhan c",0
"#2019nCoV-#PRC #China- #LiWenliang #李文亮- China state media updates, despite efforts to save 35 yr old #Wuhan #doctor, he finally died from #nCoV2019 #Coronavirus at 2:58 on February 7. Li Wenliang was arrested for ""rumors"" warning on… https://t.co/AMBuhUwGsS https://t.co/Oq7o4Icq2d",1
"Andrew Cobden spoke to @SCMPNews about the Chinese Academy of Sciences, which filed a patent for @GileadSciences’s #remdesivir #antiviraldrug on 21 January. #coronavirus @HLLifeSciences @HoganLovellsIP https://t.co/26HAErkgxb https://t.co/XrN49FZH1P",0
